Sample,ACCUMULATION_LEVEL,READS_USED,GC,WINDOWS,READ_STARTS,MEAN_BASE_QUALITY,NORMALIZED_COVERAGE,ERROR_BAR_WIDTH,SAMPLE,LIBRARY,READ_GROUP
CAP41WGS_MO038,All Reads,ALL,83,353190,69161,4,2.898077,0.01102,,,
CAP41WGS_MO038,All Reads,ALL,82,429147,100098,4,3.452044,0.010911,,,
CAP41WGS_MO038,All Reads,ALL,81,510873,133354,4,3.863226,0.010579,,,
CAP41WGS_MO038,All Reads,ALL,80,607258,176162,4,4.293347,0.010229,,,
CAP41WGS_MO038,All Reads,ALL,78,817829,289879,5,5.245794,0.009743,,,
CAP41WGS_MO038,All Reads,ALL,53,53057696,6069227,6,1.692942,0.000687,,,
CAP41WGS_MO038,All Reads,ALL,52,57747767,6252674,6,1.602461,0.000641,,,
CAP41WGS_MO038,All Reads,ALL,51,62773212,6425371,6,1.514889,0.000598,,,
CAP41WGS_MO038,All Reads,ALL,24,30464428,225105,9,0.109358,0.00023,,,
CAP41WGS_MO038,All Reads,ALL,23,23610800,153997,9,0.096529,0.000246,,,
CAP41WGS_MO038,All Reads,ALL,22,17792869,102401,9,0.085176,0.000266,,,
CAP41WGS_MO038,All Reads,ALL,21,13036310,66581,9,0.075588,0.000293,,,
CAP41WGS_MO038,All Reads,ALL,20,9272096,42411,9,0.067695,0.000329,,,
CAP41WGS_MO038,All Reads,ALL,19,6421186,26361,10,0.060758,0.000374,,,
CAP41WGS_MO038,All Reads,ALL,18,4351124,16150,10,0.054932,0.000432,,,
CAP41WGS_MO038,All Reads,ALL,17,2903580,9703,10,0.049457,0.000502,,,
CAP41WGS_MO038,All Reads,ALL,16,1934534,6097,10,0.046644,0.000597,,,
CAP41WGS_MO038,All Reads,ALL,15,1295451,3978,10,0.045447,0.000721,,,
CAP41WGS_MO038,All Reads,ALL,14,882957,2503,9,0.041954,0.000839,,,
CAP41WGS_MO038,All Reads,ALL,13,625571,1595,10,0.037735,0.000945,,,
CAP41WGS_MO038,All Reads,ALL,12,476417,1278,9,0.039701,0.001111,,,
CAP41WGS_MO038,All Reads,ALL,11,368095,946,9,0.038035,0.001237,,,
CAP41WGS_MO038,All Reads,ALL,10,302920,716,10,0.034982,0.001307,,,
CAP41WGS_MO038,All Reads,ALL,9,259590,491,10,0.027993,0.001263,,,
CAP41WGS_MO038,All Reads,ALL,8,232995,356,10,0.022613,0.001198,,,
CAP41WGS_MO038,All Reads,ALL,7,204746,253,10,0.018288,0.00115,,,
CAP41WGS_MO038,All Reads,ALL,6,190654,187,10,0.014516,0.001062,,,
CAP41WGS_MO038,All Reads,ALL,5,169310,109,10,0.009528,0.000913,,,
CAP41WGS_MO038,All Reads,ALL,4,164256,41,8,0.003694,0.000577,,,
CAP41WGS_MO038,All Reads,ALL,25,38195011,319518,9,0.123807,0.000219,,,
CAP41WGS_MO038,All Reads,ALL,26,46511797,443563,9,0.14114,0.000212,,,
CAP41WGS_MO038,All Reads,ALL,27,55200587,607514,9,0.162881,0.000209,,,
CAP41WGS_MO038,All Reads,ALL,28,63970372,815332,9,0.188631,0.000209,,,
CAP41WGS_MO038,All Reads,ALL,50,67632983,6551005,7,1.433529,0.00056,,,
CAP41WGS_MO038,All Reads,ALL,49,71799062,6643147,7,1.369342,0.000531,,,
CAP41WGS_MO038,All Reads,ALL,48,75098809,6700077,7,1.320395,0.00051,,,
CAP41WGS_MO038,All Reads,ALL,47,77805265,6686297,7,1.271843,0.000492,,,
CAP41WGS_MO038,All Reads,ALL,46,80500873,6672901,7,1.226792,0.000475,,,
CAP41WGS_MO038,All Reads,ALL,45,83867340,6626048,7,1.16928,0.000454,,,
CAP41WGS_MO038,All Reads,ALL,44,88231115,6526198,7,1.094701,0.000429,,,
CAP41WGS_MO038,All Reads,ALL,43,93641152,6392442,7,1.010316,0.0004,,,
CAP41WGS_MO038,All Reads,ALL,42,99687188,6230655,7,0.92502,0.000371,,,
CAP41WGS_MO038,All Reads,ALL,41,105557564,6011092,7,0.842793,0.000344,,,
CAP41WGS_MO038,All Reads,UNIQUE,0,137628,1845,7,0.419143,0.009758,,,
CAP41WGS_MO038,All Reads,ALL,40,110526771,5739077,7,0.768478,0.000321,,,
CAP41WGS_MO038,All Reads,ALL,38,116105623,4995210,8,0.636733,0.000285,,,
CAP41WGS_MO038,All Reads,ALL,37,116323554,4522285,8,0.57537,0.000271,,,
CAP41WGS_MO038,All Reads,ALL,36,114484260,4030515,8,0.521041,0.00026,,,
CAP41WGS_MO038,All Reads,ALL,35,110997872,3520050,8,0.469344,0.00025,,,
CAP41WGS_MO038,All Reads,ALL,34,106580575,3026053,8,0.420199,0.000242,,,
CAP41WGS_MO038,All Reads,ALL,33,101272012,2551817,8,0.372921,0.000233,,,
CAP41WGS_MO038,All Reads,ALL,32,95175441,2117471,8,0.329268,0.000226,,,
CAP41WGS_MO038,All Reads,ALL,31,88276440,1720595,8,0.288463,0.00022,,,
CAP41WGS_MO038,All Reads,ALL,30,80672875,1365112,8,0.250437,0.000214,,,
CAP41WGS_MO038,All Reads,ALL,29,72520266,1067592,8,0.217873,0.000211,,,
CAP41WGS_MO038,All Reads,ALL,39,114081347,5389753,7,0.699216,0.000301,,,
CAP41WGS_MO038,All Reads,UNIQUE,1,100510,19,8,0.00591,0.001356,,,
CAP41WGS_MO038,All Reads,UNIQUE,2,116883,21,9,0.005617,0.001226,,,
CAP41WGS_MO038,All Reads,UNIQUE,3,148757,27,9,0.005675,0.001092,,,
CAP41WGS_MO038,All Reads,UNIQUE,74,1450253,295760,5,6.37629,0.011725,,,
CAP41WGS_MO038,All Reads,UNIQUE,73,1761175,359539,5,6.382869,0.010645,,,
CAP41WGS_MO038,All Reads,UNIQUE,72,2160214,436083,5,6.311678,0.009558,,,
CAP41WGS_MO038,All Reads,UNIQUE,71,2669917,530499,5,6.212397,0.008529,,,
CAP41WGS_MO038,All Reads,UNIQUE,70,3331053,643392,5,6.039021,0.007529,,,
CAP41WGS_MO038,All Reads,UNIQUE,69,4144924,764949,5,5.770166,0.006597,,,
CAP41WGS_MO038,All Reads,UNIQUE,68,5168154,901009,5,5.450874,0.005743,,,
CAP41WGS_MO038,All Reads,UNIQUE,67,6448434,1046272,5,5.072976,0.00496,,,
CAP41WGS_MO038,All Reads,UNIQUE,66,7922087,1199244,5,4.733042,0.004322,,,
CAP41WGS_MO038,All Reads,UNIQUE,65,9600303,1345422,6,4.381734,0.003778,,,
CAP41WGS_MO038,All Reads,UNIQUE,64,11623423,1498337,6,4.030398,0.003293,,,
CAP41WGS_MO038,All Reads,UNIQUE,63,14048460,1641801,6,3.653964,0.002852,,,
CAP41WGS_MO038,All Reads,UNIQUE,62,16987338,1797580,6,3.308532,0.002468,,,
CAP41WGS_MO038,All Reads,UNIQUE,61,20544801,1942202,6,2.955731,0.002121,,,
CAP41WGS_MO038,All Reads,UNIQUE,60,24712094,2077075,6,2.627938,0.001823,,,
CAP41WGS_MO038,All Reads,UNIQUE,59,29225947,2201230,6,2.354883,0.001587,,,
CAP41WGS_MO038,All Reads,UNIQUE,58,33727560,2318181,6,2.148992,0.001411,,,
CAP41WGS_MO038,All Reads,UNIQUE,57,37884218,2420052,6,1.997279,0.001284,,,
CAP41WGS_MO038,All Reads,UNIQUE,56,41654980,2521862,6,1.892896,0.001192,,,
CAP41WGS_MO038,All Reads,UNIQUE,55,45201564,2615258,6,1.808979,0.001119,,,
CAP41WGS_MO038,All Reads,UNIQUE,54,48882375,2698711,6,1.726142,0.001051,,,
CAP41WGS_MO038,All Reads,UNIQUE,75,1217720,244538,5,6.278723,0.012697,,,
CAP41WGS_MO038,All Reads,UNIQUE,76,1047677,202640,5,6.047421,0.013434,,,
CAP41WGS_MO038,All Reads,UNIQUE,77,919915,168070,5,5.712352,0.013934,,,
CAP41WGS_MO038,All Reads,UNIQUE,78,817829,137995,5,5.275617,0.014202,,,
CAP41WGS_MO038,All Reads,UNIQUE,100,339,5,3,0.461151,0.206233,,,
CAP41WGS_MO038,All Reads,UNIQUE,99,133,322,11,75.696649,4.218409,,,
CAP41WGS_MO038,All Reads,UNIQUE,98,328,1267,11,120.774485,3.393024,,,
CAP41WGS_MO038,All Reads,UNIQUE,97,658,1091,10,51.840751,1.569491,,,
CAP41WGS_MO038,All Reads,UNIQUE,96,986,328,9,10.400862,0.574292,,,
CAP41WGS_MO038,All Reads,UNIQUE,95,1701,435,8,7.995716,0.383365,,,
CAP41WGS_MO038,All Reads,UNIQUE,94,3553,370,6,3.255959,0.169269,,,
CAP41WGS_MO038,All Reads,UNIQUE,93,6255,372,4,1.859465,0.096409,,,
CAP41WGS_MO038,All Reads,UNIQUE,92,9922,522,4,1.644916,0.071996,,,
CAP41WGS_MO038,All Reads,UNIQUE,91,16609,871,4,1.639635,0.055557,,,
CAP41WGS_MO038,All Reads,UNIQUE,53,53057696,2783529,6,1.640287,0.000983,,,
CAP41WGS_MO038,All Reads,UNIQUE,90,25762,1445,4,1.753722,0.046135,,,
CAP41WGS_MO038,All Reads,UNIQUE,88,60854,4215,4,2.165613,0.033357,,,
CAP41WGS_MO038,All Reads,UNIQUE,87,88181,6831,4,2.422042,0.029305,,,
CAP41WGS_MO038,All Reads,UNIQUE,86,134431,10591,4,2.463258,0.023935,,,
CAP41WGS_MO038,All Reads,UNIQUE,85,201005,17035,4,2.649767,0.020302,,,
CAP41WGS_MO038,All Reads,UNIQUE,84,276592,26015,4,2.94074,0.018232,,,
CAP41WGS_MO038,All Reads,UNIQUE,83,353190,36778,4,3.255758,0.016977,,,
CAP41WGS_MO038,All Reads,UNIQUE,82,429147,52140,4,3.798721,0.016636,,,
CAP41WGS_MO038,All Reads,UNIQUE,81,510873,67220,4,4.11394,0.015868,,,
CAP41WGS_MO038,All Reads,UNIQUE,80,607258,86452,4,4.45117,0.015139,,,
CAP41WGS_MO038,All Reads,UNIQUE,79,712822,111023,5,4.869723,0.014615,,,
CAP41WGS_MO038,All Reads,UNIQUE,89,39446,2303,4,1.825422,0.038038,,,
CAP41WGS_MO038,All Reads,ALL,3,148757,29,9,0.002885,0.000536,,,
CAP41WGS_MO038,All Reads,UNIQUE,52,57747767,2874631,6,1.556393,0.000918,,,
CAP41WGS_MO038,All Reads,UNIQUE,51,62773212,2961776,6,1.475198,0.000857,,,
CAP41WGS_MO038,All Reads,UNIQUE,24,30464428,147786,9,0.151675,0.000395,,,
CAP41WGS_MO038,All Reads,UNIQUE,23,23610800,103173,9,0.136624,0.000425,,,
CAP41WGS_MO038,All Reads,UNIQUE,22,17792869,70147,9,0.123264,0.000465,,,
CAP41WGS_MO038,All Reads,UNIQUE,21,13036310,46580,9,0.111716,0.000518,,,
CAP41WGS_MO038,All Reads,UNIQUE,20,9272096,30180,9,0.101769,0.000586,,,
CAP41WGS_MO038,All Reads,UNIQUE,19,6421186,19237,10,0.093669,0.000675,,,
CAP41WGS_MO038,All Reads,UNIQUE,18,4351124,11938,10,0.085783,0.000785,,,
CAP41WGS_MO038,All Reads,UNIQUE,17,2903580,7210,10,0.077638,0.000914,,,
CAP41WGS_MO038,All Reads,UNIQUE,16,1934534,4651,10,0.07517,0.001102,,,
CAP41WGS_MO038,All Reads,UNIQUE,15,1295451,3032,10,0.073178,0.001329,,,
CAP41WGS_MO038,All Reads,UNIQUE,14,882957,2016,9,0.071388,0.00159,,,
CAP41WGS_MO038,All Reads,UNIQUE,13,625571,1271,10,0.063525,0.001782,,,
CAP41WGS_MO038,All Reads,UNIQUE,12,476417,1017,9,0.066743,0.002093,,,
CAP41WGS_MO038,All Reads,UNIQUE,11,368095,787,9,0.066848,0.002383,,,
CAP41WGS_MO038,All Reads,UNIQUE,10,302920,585,10,0.060381,0.002496,,,
CAP41WGS_MO038,All Reads,UNIQUE,9,259590,415,10,0.049984,0.002454,,,
CAP41WGS_MO038,All Reads,UNIQUE,8,232995,301,10,0.040392,0.002328,,,
CAP41WGS_MO038,All Reads,UNIQUE,7,204746,231,10,0.035275,0.002321,,,
CAP41WGS_MO038,All Reads,UNIQUE,6,190654,161,10,0.026403,0.002081,,,
CAP41WGS_MO038,All Reads,UNIQUE,5,169310,89,10,0.016435,0.001742,,,
CAP41WGS_MO038,All Reads,UNIQUE,4,164256,34,8,0.006472,0.00111,,,
CAP41WGS_MO038,All Reads,UNIQUE,25,38195011,204344,9,0.167274,0.00037,,,
CAP41WGS_MO038,All Reads,UNIQUE,26,46511797,277618,9,0.186619,0.000354,,,
CAP41WGS_MO038,All Reads,UNIQUE,27,55200587,369853,9,0.209487,0.000344,,,
CAP41WGS_MO038,All Reads,UNIQUE,28,63970372,483977,9,0.236547,0.00034,,,
CAP41WGS_MO038,All Reads,UNIQUE,50,67632983,3027855,6,1.399745,0.000804,,,
CAP41WGS_MO038,All Reads,UNIQUE,49,71799062,3072597,7,1.33801,0.000763,,,
CAP41WGS_MO038,All Reads,UNIQUE,48,75098809,3100960,7,1.291028,0.000733,,,
CAP41WGS_MO038,All Reads,UNIQUE,47,77805265,3096051,7,1.244147,0.000707,,,
CAP41WGS_MO038,All Reads,UNIQUE,46,80500873,3094473,7,1.201873,0.000683,,,
CAP41WGS_MO038,All Reads,UNIQUE,45,83867340,3081667,7,1.148855,0.000654,,,
CAP41WGS_MO038,All Reads,UNIQUE,44,88231115,3057973,7,1.083638,0.00062,,,
CAP41WGS_MO038,All Reads,UNIQUE,43,93641152,3024253,7,1.009773,0.000581,,,
CAP41WGS_MO038,All Reads,UNIQUE,42,99687188,2985633,7,0.936417,0.000542,,,
CAP41WGS_MO038,All Reads,UNIQUE,41,105557564,2917946,7,0.864292,0.000506,,,
CAP41WGS_MO038,All Reads,ALL,1,100510,20,8,0.002945,0.000659,,,
CAP41WGS_MO038,All Reads,UNIQUE,40,110526771,2827026,7,0.799714,0.000476,,,
CAP41WGS_MO038,All Reads,UNIQUE,38,116105623,2524824,8,0.679908,0.000428,,,
CAP41WGS_MO038,All Reads,UNIQUE,37,116323554,2313588,8,0.621857,0.000409,,,
CAP41WGS_MO038,All Reads,UNIQUE,36,114484260,2083419,8,0.568988,0.000394,,,
CAP41WGS_MO038,All Reads,UNIQUE,35,110997872,1838363,8,0.517832,0.000382,,,
CAP41WGS_MO038,All Reads,UNIQUE,34,106580575,1597534,8,0.468646,0.000371,,,
CAP41WGS_MO038,All Reads,UNIQUE,33,101272012,1369476,8,0.422802,0.000361,,,
CAP41WGS_MO038,All Reads,UNIQUE,32,95175441,1151793,8,0.378375,0.000353,,,
CAP41WGS_MO038,All Reads,UNIQUE,31,88276440,953099,8,0.337571,0.000346,,,
CAP41WGS_MO038,All Reads,UNIQUE,30,80672875,772380,8,0.299348,0.000341,,,
CAP41WGS_MO038,All Reads,UNIQUE,29,72520266,618162,8,0.266511,0.000339,,,
CAP41WGS_MO038,All Reads,UNIQUE,39,114081347,2691453,7,0.73764,0.00045,,,
CAP41WGS_MO038,All Reads,ALL,2,116883,24,10,0.003039,0.00062,,,
CAP41WGS_MO039,All Reads,UNIQUE,99,133,307,11,90.745793,5.179136,,,
CAP41WGS_MO039,All Reads,UNIQUE,97,658,1018,10,60.822133,1.906285,,,
CAP41WGS_MO039,All Reads,ALL,71,2669917,1209537,5,6.690085,0.006083,,,
CAP41WGS_MO039,All Reads,ALL,70,3331053,1472157,5,6.526537,0.005379,,,
CAP41WGS_MO039,All Reads,ALL,69,4144924,1755087,5,6.253056,0.00472,,,
CAP41WGS_MO039,All Reads,ALL,68,5168154,2066089,5,5.903694,0.004107,,,
CAP41WGS_MO039,All Reads,ALL,67,6448434,2395459,5,5.48586,0.003544,,,
CAP41WGS_MO039,All Reads,ALL,66,7922087,2728440,5,5.086102,0.003079,,,
CAP41WGS_MO039,All Reads,ALL,65,9600303,3060833,6,4.708309,0.002691,,,
CAP41WGS_MO039,All Reads,ALL,64,11623423,3391829,6,4.309334,0.00234,,,
CAP41WGS_MO039,All Reads,ALL,63,14048460,3703854,6,3.893457,0.002023,,,
CAP41WGS_MO039,All Reads,ALL,62,16987338,4027324,6,3.501076,0.001745,,,
CAP41WGS_MO039,All Reads,ALL,61,20544801,4328377,6,3.111239,0.001495,,,
CAP41WGS_MO039,All Reads,ALL,60,24712094,4596812,6,2.746992,0.001281,,,
CAP41WGS_MO039,All Reads,ALL,59,29225947,4861498,6,2.456472,0.001114,,,
CAP41WGS_MO039,All Reads,ALL,58,33727560,5093779,6,2.230311,0.000988,,,
CAP41WGS_MO039,All Reads,ALL,57,37884218,5304669,6,2.067808,0.000898,,,
CAP41WGS_MO039,All Reads,ALL,56,41654980,5515723,6,1.955446,0.000833,,,
CAP41WGS_MO039,All Reads,ALL,55,45201564,5723777,6,1.869991,0.000782,,,
CAP41WGS_MO039,All Reads,ALL,54,48882375,5890066,6,1.779418,0.000733,,,
CAP41WGS_MO039,All Reads,ALL,53,53057696,6068149,6,1.688955,0.000686,,,
CAP41WGS_MO039,All Reads,ALL,52,57747767,6239621,6,1.595634,0.000639,,,
CAP41WGS_MO039,All Reads,ALL,51,62773212,6400800,6,1.50581,0.000595,,,
CAP41WGS_MO039,All Reads,ALL,72,2160214,992739,5,6.786542,0.006811,,,
CAP41WGS_MO039,All Reads,ALL,50,67632983,6540092,6,1.428024,0.000558,,,
CAP41WGS_MO039,All Reads,ALL,73,1761175,803198,5,6.734887,0.007515,,,
CAP41WGS_MO039,All Reads,ALL,75,1217720,532913,5,6.462776,0.008853,,,
CAP41WGS_MO039,All Reads,ALL,96,986,335,9,5.017393,0.274129,,,
CAP41WGS_MO039,All Reads,ALL,95,1701,589,7,5.113535,0.2107,,,
CAP41WGS_MO039,All Reads,ALL,94,3553,504,5,2.094814,0.09331,,,
CAP41WGS_MO039,All Reads,ALL,93,6255,514,4,1.213517,0.053526,,,
CAP41WGS_MO039,All Reads,ALL,92,9922,670,4,0.997208,0.038526,,,
CAP41WGS_MO039,All Reads,ALL,91,16609,1135,4,1.009166,0.029955,,,
CAP41WGS_MO039,All Reads,ALL,90,25762,1745,4,1.00029,0.023946,,,
CAP41WGS_MO039,All Reads,ALL,89,39446,3219,4,1.205114,0.021241,,,
CAP41WGS_MO039,All Reads,ALL,88,60854,5798,4,1.407017,0.018478,,,
CAP41WGS_MO039,All Reads,ALL,87,88181,10070,4,1.686416,0.016805,,,
CAP41WGS_MO039,All Reads,ALL,86,134431,16301,4,1.790709,0.014025,,,
CAP41WGS_MO039,All Reads,ALL,85,201005,27324,4,2.007463,0.012144,,,
CAP41WGS_MO039,All Reads,ALL,84,276592,44548,4,2.378476,0.011269,,,
CAP41WGS_MO039,All Reads,ALL,83,353190,65875,4,2.754371,0.010732,,,
CAP41WGS_MO039,All Reads,ALL,82,429147,94840,4,3.263591,0.010597,,,
CAP41WGS_MO039,All Reads,ALL,81,510873,127884,4,3.696694,0.010337,,,
CAP41WGS_MO039,All Reads,ALL,80,607258,172122,4,4.185751,0.010089,,,
CAP41WGS_MO039,All Reads,ALL,79,712822,222297,5,4.605351,0.009768,,,
CAP41WGS_MO039,All Reads,ALL,78,817829,281091,5,5.075685,0.009574,,,
CAP41WGS_MO039,All Reads,ALL,77,919915,351075,5,5.635889,0.009512,,,
CAP41WGS_MO039,All Reads,ALL,76,1047677,429846,5,6.058927,0.009241,,,
CAP41WGS_MO039,All Reads,ALL,74,1450253,654424,5,6.663857,0.008238,,,
CAP41WGS_MO039,All Reads,ALL,49,71799062,6621896,7,1.36199,0.000529,,,
CAP41WGS_MO039,All Reads,ALL,48,75098809,6685873,7,1.314726,0.000508,,,
CAP41WGS_MO039,All Reads,ALL,47,77805265,6668355,7,1.265668,0.00049,,,
CAP41WGS_MO039,All Reads,ALL,20,9272096,47212,9,0.075194,0.000346,,,
CAP41WGS_MO039,All Reads,ALL,19,6421186,29506,9,0.067859,0.000395,,,
CAP41WGS_MO039,All Reads,ALL,18,4351124,18113,10,0.061475,0.000457,,,
CAP41WGS_MO039,All Reads,ALL,17,2903580,10960,10,0.055743,0.000532,,,
CAP41WGS_MO039,All Reads,ALL,16,1934534,6787,10,0.05181,0.000629,,,
CAP41WGS_MO039,All Reads,ALL,15,1295451,4316,10,0.049201,0.000749,,,
CAP41WGS_MO039,All Reads,ALL,14,882957,2638,10,0.044121,0.000859,,,
CAP41WGS_MO039,All Reads,ALL,13,625571,1716,10,0.040509,0.000978,,,
CAP41WGS_MO039,All Reads,ALL,12,476417,1326,10,0.041102,0.001129,,,
CAP41WGS_MO039,All Reads,ALL,11,368095,1026,10,0.041162,0.001285,,,
CAP41WGS_MO039,All Reads,ALL,10,302920,802,10,0.039098,0.001381,,,
CAP41WGS_MO039,All Reads,ALL,9,259590,492,10,0.027989,0.001262,,,
CAP41WGS_MO039,All Reads,ALL,8,232995,389,10,0.024655,0.00125,,,
CAP41WGS_MO039,All Reads,ALL,7,204746,308,10,0.022215,0.001266,,,
CAP41WGS_MO039,All Reads,ALL,6,190654,217,10,0.016808,0.001141,,,
CAP41WGS_MO039,All Reads,ALL,5,169310,126,10,0.01099,0.000979,,,
CAP41WGS_MO039,All Reads,ALL,4,164256,75,8,0.006743,0.000779,,,
CAP41WGS_MO039,All Reads,ALL,3,148757,55,9,0.00546,0.000736,,,
CAP41WGS_MO039,All Reads,ALL,2,116883,35,8,0.004422,0.000747,,,
CAP41WGS_MO039,All Reads,ALL,1,100510,22,8,0.003232,0.000689,,,
CAP41WGS_MO039,All Reads,ALL,0,137628,2710,7,0.290785,0.005586,,,
CAP41WGS_MO039,All Reads,ALL,21,13036310,73747,9,0.083541,0.000308,,,
CAP41WGS_MO039,All Reads,ALL,22,17792869,111842,9,0.092826,0.000278,,,
CAP41WGS_MO039,All Reads,ALL,23,23610800,167166,9,0.104556,0.000256,,,
CAP41WGS_MO039,All Reads,ALL,24,30464428,243261,9,0.117921,0.000239,,,
CAP41WGS_MO039,All Reads,ALL,46,80500873,6668549,7,1.223323,0.000474,,,
CAP41WGS_MO039,All Reads,ALL,45,83867340,6602972,7,1.162671,0.000452,,,
CAP41WGS_MO039,All Reads,ALL,44,88231115,6523120,7,1.091802,0.000427,,,
CAP41WGS_MO039,All Reads,ALL,43,93641152,6402798,7,1.009749,0.000399,,,
CAP41WGS_MO039,All Reads,ALL,42,99687188,6232746,7,0.923316,0.00037,,,
CAP41WGS_MO039,All Reads,ALL,41,105557564,6022320,7,0.842529,0.000343,,,
CAP41WGS_MO039,All Reads,ALL,40,110526771,5751414,7,0.768453,0.00032,,,
CAP41WGS_MO039,All Reads,ALL,39,114081347,5397954,7,0.698755,0.000301,,,
CAP41WGS_MO039,All Reads,ALL,38,116105623,5008312,8,0.637013,0.000285,,,
CAP41WGS_MO039,All Reads,ALL,37,116323554,4542005,8,0.576621,0.000271,,,
CAP41WGS_MO039,All Reads,ALL,97,658,1061,10,23.812211,0.731042,,,
CAP41WGS_MO039,All Reads,ALL,36,114484260,4063612,8,0.524175,0.00026,,,
CAP41WGS_MO039,All Reads,ALL,34,106580575,3058560,8,0.423789,0.000242,,,
CAP41WGS_MO039,All Reads,ALL,33,101272012,2601113,8,0.379298,0.000235,,,
CAP41WGS_MO039,All Reads,ALL,32,95175441,2164485,8,0.335846,0.000228,,,
CAP41WGS_MO039,All Reads,ALL,31,88276440,1769721,8,0.296054,0.000223,,,
CAP41WGS_MO039,All Reads,ALL,30,80672875,1410228,8,0.25815,0.000217,,,
CAP41WGS_MO039,All Reads,ALL,29,72520266,1115555,8,0.227165,0.000215,,,
CAP41WGS_MO039,All Reads,ALL,28,63970372,854339,9,0.197225,0.000213,,,
CAP41WGS_MO039,All Reads,ALL,27,55200587,637810,9,0.170631,0.000214,,,
CAP41WGS_MO039,All Reads,ALL,26,46511797,470661,9,0.149436,0.000218,,,
CAP41WGS_MO039,All Reads,ALL,25,38195011,340559,9,0.131673,0.000226,,,
CAP41WGS_MO039,All Reads,ALL,35,110997872,3553110,8,0.47272,0.000251,,,
CAP41WGS_MO039,All Reads,UNIQUE,100,339,2,7,0.231937,0.164004,,,
CAP41WGS_MO039,All Reads,ALL,98,328,1483,10,66.769411,1.733832,,,
CAP41WGS_MO039,All Reads,ALL,100,339,6,5,0.261374,0.106705,,,
CAP41WGS_MO039,All Reads,UNIQUE,71,2669917,414283,5,6.10013,0.009477,,,
CAP41WGS_MO039,All Reads,UNIQUE,70,3331053,501804,5,5.922326,0.00836,,,
CAP41WGS_MO039,All Reads,UNIQUE,69,4144924,599617,5,5.687182,0.007344,,,
CAP41WGS_MO039,All Reads,UNIQUE,68,5168154,707928,5,5.385095,0.0064,,,
CAP41WGS_MO039,All Reads,UNIQUE,67,6448434,823741,5,5.021994,0.005533,,,
CAP41WGS_MO039,All Reads,UNIQUE,66,7922087,941384,5,4.671614,0.004815,,,
CAP41WGS_MO039,All Reads,UNIQUE,65,9600303,1059845,5,4.340074,0.004216,,,
CAP41WGS_MO039,All Reads,UNIQUE,64,11623423,1177091,6,3.981216,0.00367,,,
CAP41WGS_MO039,All Reads,UNIQUE,63,14048460,1290713,6,3.611942,0.003179,,,
CAP41WGS_MO039,All Reads,UNIQUE,62,16987338,1408915,6,3.260613,0.002747,,,
CAP41WGS_MO039,All Reads,UNIQUE,61,20544801,1522100,6,2.912601,0.002361,,,
CAP41WGS_MO039,All Reads,UNIQUE,60,24712094,1624756,6,2.584749,0.002028,,,
CAP41WGS_MO039,All Reads,UNIQUE,59,29225947,1725680,6,2.321301,0.001767,,,
CAP41WGS_MO039,All Reads,UNIQUE,58,33727560,1817187,6,2.118139,0.001571,,,
CAP41WGS_MO039,All Reads,UNIQUE,57,37884218,1894611,6,1.966081,0.001428,,,
CAP41WGS_MO039,All Reads,UNIQUE,56,41654980,1973157,6,1.862235,0.001326,,,
CAP41WGS_MO039,All Reads,UNIQUE,55,45201564,2047969,6,1.781188,0.001245,,,
CAP41WGS_MO039,All Reads,UNIQUE,54,48882375,2111751,6,1.698362,0.001169,,,
CAP41WGS_MO039,All Reads,UNIQUE,53,53057696,2181313,6,1.616253,0.001094,,,
CAP41WGS_MO039,All Reads,UNIQUE,52,57747767,2246538,6,1.52939,0.00102,,,
CAP41WGS_MO039,All Reads,UNIQUE,51,62773212,2315332,6,1.450036,0.000953,,,
CAP41WGS_MO039,All Reads,UNIQUE,72,2160214,341737,5,6.219207,0.010639,,,
CAP41WGS_MO039,All Reads,UNIQUE,50,67632983,2370083,6,1.377669,0.000895,,,
CAP41WGS_MO039,All Reads,UNIQUE,73,1761175,278828,5,6.224058,0.011787,,,
CAP41WGS_MO039,All Reads,UNIQUE,75,1217720,190227,5,6.141359,0.014081,,,
CAP41WGS_MO039,All Reads,UNIQUE,96,986,305,9,12.160815,0.696326,,,
CAP41WGS_MO039,All Reads,UNIQUE,95,1701,486,8,11.232378,0.509511,,,
CAP41WGS_MO039,All Reads,UNIQUE,94,3553,348,6,3.850559,0.206412,,,
CAP41WGS_MO039,All Reads,UNIQUE,93,6255,320,4,2.011233,0.112431,,,
CAP41WGS_MO039,All Reads,UNIQUE,92,9922,392,4,1.553197,0.078448,,,
CAP41WGS_MO039,All Reads,UNIQUE,91,16609,706,4,1.671094,0.062892,,,
CAP41WGS_MO039,All Reads,UNIQUE,90,25762,1089,4,1.661836,0.050359,,,
CAP41WGS_MO039,All Reads,UNIQUE,89,39446,1826,4,1.819858,0.042588,,,
CAP41WGS_MO039,All Reads,UNIQUE,88,60854,3307,4,2.136411,0.037151,,,
CAP41WGS_MO039,All Reads,UNIQUE,87,88181,5515,4,2.458727,0.033108,,,
CAP41WGS_MO039,All Reads,UNIQUE,86,134431,8316,4,2.431951,0.026668,,,
CAP41WGS_MO039,All Reads,UNIQUE,85,201005,13286,4,2.598527,0.022544,,,
CAP41WGS_MO039,All Reads,UNIQUE,84,276592,20478,4,2.910635,0.02034,,,
